year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,BMW,X5,xDrive50i,suv,automatic,5uxkr6c52e0c02145,nj,43,9272,black,—,bmw north america greer,65000,65000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,X5,xDrive35i,suv,automatic,5uxkr0c50f0k68642,nj,49,6349,black,black,bmw north america greer,52300,58000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,X3,xDrive35i,suv,automatic,5uxwx7c59f0k33789,nj,47,5664,white,black,bmw north america greer,51600,53000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,550i,sedan,automatic,wbakn9c52fd961042,nj,49,8831,gray,black,bmw north america greer,61000,61000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series Gran Turismo,535i xDrive,hatchback,automatic,wba5m4c54fd186309,nj,45,5137,gray,—,bmw north america greer,54700,54500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,X5,sDrive35i,suv,automatic,5uxkr2c52f0h37521,nj,48,6828,white,black,bmw north america greer,50800,51500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series Gran Turismo,535i xDrive,hatchback,automatic,wba5m4c52fd184137,nj,5,4116,gray,black,bmw north america greer,52900,55500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,X5,xDrive35i,suv,automatic,5uxkr0c50f0k68625,nj,48,6806,black,black,bmw north america greer,52100,56500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,6 Series,650i,coupe,automatic,wbaym9c56fd248464,nj,44,4177,black,black,bmw north america greer,75000,74500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,7 Series,740i,sedan,automatic,wbaya6c53fd827015,nj,47,4790,gray,tan,bmw north america greer,64000,65000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c5xfd544268,nj,5,1713,beige,black,bmw na manheim new jersey,55500,57500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,X4,xDrive35i,suv,automatic,5uxxw5c56f0e87670,nj,49,3887,red,—,bmw na manheim new jersey,53000,55500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c57fd544339,nj,49,2172,beige,black,bmw na manheim new jersey,55300,57000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,X5,xDrive50i,suv,automatic,5uxkr6c58f0j76245,nj,49,3681,gray,black,bmw na manheim new jersey,66000,66500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series Gran Turismo,535i xDrive,hatchback,automatic,wba5m4c50fd184024,nj,47,4512,—,black,bmw na manheim new jersey,58100,56750,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2014,Mercedes-Benz,GL-Class,GL450 4MATIC,suv,automatic,4jgdf7ce4ea410331,ca,49,15907,black,black,mercedes-benz financial services,61000,63500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2014,Mercedes-Benz,GL-Class,GL350 BlueTEC 4MATIC,suv,automatic,4jgdf2ee0ea286834,ca,42,14305,white,black,mercedes-benz usa,55800,50500,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
2014,Mercedes-Benz,S-Class,S550,sedan,automatic,wddug8cb4ea038296,ca,42,16543,black,black,enterprise vehicle exchange/orange,77000,75500,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2014,Mercedes-Benz,S-Class,S63 AMG 4MATIC,sedan,automatic,wddug7jb4ea033774,ca,42,10038,—,beige,mercedes-benz usa,116000,101000,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
2014,Mercedes-Benz,S-Class,S550,sedan,automatic,wddug8cb6ea017854,ca,44,8543,—,black,mercedes-benz usa,78000,82500,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
2014,Mercedes-Benz,S-Class,S63 AMG 4MATIC,sedan,automatic,wddug7jb8ea037004,ca,43,15290,black,black,mercedes-benz usa,116000,106000,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
2014,Mercedes-Benz,S-Class,S550,sedan,automatic,wddug8cbxea048914,ca,42,8476,black,gray,mercedes-benz usa,78000,85500,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
2014,Porsche,Cayenne,Turbo S,suv,automatic,wp1ac2a20ela87331,ca,49,13169,white,black,porsche financial services,95000,102000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2013,BMW,M6,Base,coupe,automatic,wbslx9c56dc968427,nj,46,8782,—,silver,bmw na manheim new jersey,69000,73000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2013,BMW,M6,Base,coupe,automatic,wbslx9c51dc968416,nj,45,6678,—,black,bmw na manheim new jersey,70000,71000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2013,BMW,M6,Base,coupe,automatic,wbslx9c5xdc968432,nj,48,4445,white,—,bmw na manheim new jersey,71000,74500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2013,BMW,M6,Base,coupe,automatic,wbslx9c55dc968421,nj,5,4933,—,black,bmw na manheim new jersey,71000,70000,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2013,BMW,X6 M,Base,suv,automatic,5ymgz0c54dll29579,nj,48,2632,white,—,bmw na manheim new jersey,62000,66500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,Chevrolet,Tahoe,LTZ,suv,automatic,1gnscckc4fr291414,ga,49,23262,silver,black,ars/budget rac of atlanta,50500,50600,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2015,Chevrolet,Tahoe,LTZ,suv,automatic,1gnskckc5fr539415,mo,29,16429,black,black,budget rent a car/kansas city funding llc,53600,53000,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2015,Mercedes-Benz,GL-Class,GL450 4MATIC,suv,automatic,4jgdf6ee2fa465093,ca,39,15226,white,black,sixt rent a car llc,63000,58500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2015,Mercedes-Benz,GL-Class,GL450 4MATIC,suv,automatic,4jgdf6ee5fa458607,ca,48,11034,silver,black,sixt rent a car llc,66000,60500,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2015,Nissan,GT-R,Track Edition,coupe,automatic,jn1ar5ef3fm281316,ca,45,11397,white,black,nissan north america inc.,76000,78000,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2015,Nissan,GT-R,Track Edition,coupe,automatic,jn1ar5ef9fm280512,ca,44,73,black,black,nissan north america inc.,81000,84500,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2012,Porsche,Panamera,Base,sedan,automatic,wp0aa2a75cl072761,nv,36,24130,blue,beige,audi henderson,52600,51250,Fri May 29 2015 04:45:00 GMT-0700 (PDT)
2014,Audi,A8,L 4.0T quattro,sedan,automatic,waur2afd8en002958,fl,39,13728,black,black,vw credit,63000,60200,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2014,BMW,X5,xDrive35i,suv,automatic,5uxkr0c54e0h26989,fl,45,3399,blue,brown,bavarian motor cars usa inc,48400,51800,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2014,BMW,5 Series,550i,sedan,automatic,wbakn9c52ed681300,nj,5,15447,black,—,bmw north america greer,54300,54500,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT)
2015,Cadillac,Escalade,Premium,suv,automatic,1gys4ckj7fr246918,pa,49,5872,gray,beige,r hollenshead auto sales inc,75000,74750,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2014,Nissan,GT-R,Track Edition,coupe,automatic,jn1ar5ef9em271064,ca,43,3982,gray,black,nissan-infiniti lt,79000,81000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2015,Chevrolet,Suburban,LTZ,suv,automatic,1gnsckkc0fr114448,ca,5,8594,white,brown,rogers & rogers nissan,53600,55000,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2014,Porsche,Panamera,4S,sedan,automatic,wp0ab2a76el055693,ca,37,5617,black,black,porsche financial services,85000,84000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,suv,automatic,4jgdf7ce4da136384,ca,5,1216,—,off-white,mercedes-benz financial services,44600,56000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2015,Nissan,GT-R,Premium,coupe,automatic,jn1ar5ef5fm280944,il,34,4771,red,black,nissan north america inc.,78000,79400,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
2015,Nissan,GT-R,Track Edition,coupe,automatic,jn1ar5ef8fm280632,fl,43,6594,red,black,nissan north america inc.,79000,77500,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2015,Cadillac,Escalade,Luxury,suv,automatic,1gys3bkj2fr227531,fl,43,12454,white,beige,enterprise veh exchange/rental,69000,69200,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2015,Cadillac,Escalade,Luxury,SUV,automatic,1gys3mkj5fr533490,fl,49,11936,gray,black,enterprise veh exchange/rental,70000,69100,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2015,Chevrolet,Silverado 3500HD,LTZ,crew cab,automatic,1gc4k0c84ff557352,tx,4,12342,silver,black,gm financial,52800,52000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2014,Infiniti,QX80,Base,suv,automatic,jn8az2ne7e9068698,il,46,16893,black,black,nissan north america inc.,56200,61400,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT)
2014,Infiniti,QX80,Base,suv,automatic,jn8az2nf0e9552236,fl,46,23822,silver,black,tdaf remarketing,52100,50800,Tue Jun 02 2015 02:00:00 GMT-0700 (PDT)
2014,Infiniti,QX80,Base,suv,automatic,jn8az2ne0e9064475,il,43,21305,silver,beige,nissan north america inc.,54000,59200,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT)
2015,Chevrolet,Tahoe,LTZ,suv,automatic,1gnskckcxfr179977,tn,47,15716,gray,brown,ars/ford-lincoln dealer program,54600,56500,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2015,Ford,F-350 Super Duty,Lariat,crew cab,automatic,1ft8w3bt9fea73826,tn,44,16495,gray,black,sullivan auto group llc,51800,53300,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2015,GMC,Sierra 2500HD,Denali,crew cab,automatic,1gt120e82ff194971,tn,5,7494,black,black,harold's auto sales llc,55500,58250,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2013,Mercedes-Benz,G-Class,G550,suv,automatic,wdcyc3hf4dx212296,wi,35,17774,black,black,mercedes-benz finc wholesale advantage,80000,84000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Land Rover,Range Rover,Supercharged,suv,automatic,salgs2ef1da106936,ca,48,23252,brown,beige,mercedes benz of chandler,86000,83500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2013,Lexus,LX 570,Base,suv,automatic,jtjhy7ax7d4097242,ca,43,30347,silver,black,british motor car dist ltd,59300,58500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2013,Mercedes-Benz,GL-Class,GL550 4MATIC,suv,automatic,4jgdf7de9da115707,tx,37,24561,black,gray,mercedes-benz financial services,64000,60750,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2013,Mercedes-Benz,S-Class,S550,sedan,automatic,wddng7db0da527015,tx,44,28978,—,black,mercedes-benz financial services,50600,52000,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2015,Jaguar,F-TYPE,R,coupe,automatic,sajwa6da2fmk11958,fl,49,1075,black,black,tdaf remarketing,91000,86500,Tue Jun 02 2015 02:00:00 GMT-0700 (PDT)
2013,Tesla,Model S,Base,sedan,automatic,5yjsa1cn0dfp12065,ca,38,26127,gray,tan,caseys cars inc,55900,61000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2014,Audi,Q7,TDI Prestige quattro,suv,automatic,wa1vmbfe2ed016025,fl,48,6351,white,black,ed napleton westmont imports inc,55700,55750,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2011,Mercedes-Benz,SL-Class,SL63 AMG,convertible,automatic,wdbsk7aa1bf161426,fl,4,44702,black,black,jaguar aston martin naples,53600,53200,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2015,Chevrolet,Suburban,LTZ,suv,automatic,1gnskkkc6fr209275,wa,49,25987,black,black,avis corporation,54600,54000,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2015,Chevrolet,Tahoe,LTZ,suv,automatic,1gnscckc6fr266854,tx,38,12193,gray,black,rlb investments,51300,53500,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2014,Lexus,GX 460,Luxury,suv,automatic,jtjjm7fx1e5087954,fl,49,5160,black,beige,zimmerman auto brokers inc,55200,54000,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2014,Mercedes-Benz,CLS-Class,CLS550,sedan,automatic,wddlj7db5ea094706,tx,42,20042,black,tan,mercedes-benz financial services,50900,51500,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2014,Mercedes-Benz,S-Class,S550,sedan,automatic,wddug8cb9ea026693,tx,46,17328,silver,gray,the hertz corporation,78000,74901,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2014,Porsche,Cayenne,Diesel,suv,automatic,wp1af2a26ela38044,fl,44,24487,black,black,pfs/porsche partnership program,52900,51000,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2014,Porsche,Cayenne,S Hybrid,suv,automatic,wp1ae2a2xela51317,fl,44,7359,black,black,pfs/porsche partnership program,58700,59000,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2014,Ram,3500,Laramie,crew cab,automatic,3c63rrjl9eg273870,tx,47,8446,brown,beige,chrysler capital,47600,50750,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2013,BMW,7 Series,750Li,sedan,automatic,wbaye8c53dds16012,ca,44,18062,black,black,jaguar land rover north scottsdale,50800,68500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2015,Ford,F-250 Super Duty,Lariat,crew cab,automatic,1ft7w2bt9fea02812,il,5,5012,black,brown,ars/ford-lincoln dealer program,51300,54700,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2013,Ford,F-150,SVT Raptor,supercrew,automatic,1ftfw1r67dfd08727,tx,47,22723,—,black,ars/ford-lincoln dealer program,50800,51000,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
2013,Ford,F-150,SVT Raptor,supercrew,automatic,1ftfw1r63dfb26796,mo,43,19708,white,black,ars/ford-lincoln dealer program,51400,51500,Tue Jun 09 2015 04:00:00 GMT-0700 (PDT)
2011,Rolls-Royce,Ghost,Base,sedan,automatic,sca664s55bux50201,ca,37,15450,black,black,financial services remarketing (bmw int),146000,150000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2011,Rolls-Royce,Ghost,Base,sedan,automatic,sca664s54bux49959,ca,43,12268,gray,beige,financial services remarketing (bmw int),149000,147000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2010,Ferrari,California,Base,convertible,automatic,zff65lja2a0174465,ca,36,24698,—,red,mercedes benz of temecula,112000,112000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2014,Ford,Shelby GT500,Base,coupe,manual,1zvbp8jz4e5261736,fl,5,5750,white,black,tdaf remarketing,55100,58250,Tue Jun 02 2015 02:00:00 GMT-0700 (PDT)
2014,Jaguar,F-TYPE,V8 S,convertible,automatic,sajwa6glxemk03862,ca,43,8090,gray,black,jaguar north america llc,75000,76500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2013,BMW,6 Series Gran Coupe,650i,sedan,automatic,wba6b2c51dd128170,wa,39,22418,red,black,financial services remarketing (lease),53600,51000,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT)
2013,Ford,F-150,SVT Raptor,supercrew,automatic,1ftfw1r67dfe05099,tn,48,16098,red,black,wholesale inc # 2,52600,53700,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,suv,automatic,salsh2e4xda771020,fl,49,32321,white,beige,tdaf remarketing,51800,53400,Tue Jun 02 2015 02:00:00 GMT-0700 (PDT)
2015,Jaguar,F-TYPE,R,coupe,automatic,sajwa6da6fmk11672,ca,48,12017,white,red,walters auto sales/service inc,85000,85000,Thu Jun 18 2015 05:00:00 GMT-0700 (PDT)
2014,Jeep,Grand Cherokee,SRT,suv,automatic,1c4rjfdj3ec305525,fl,48,2511,silver,tan,american bank auto liquidators,57000,55800,Mon Jun 08 2015 06:00:00 GMT-0700 (PDT)
2011,Porsche,Cayenne,Turbo,suv,automatic,wp1ac2a20bla87051,ca,44,45944,white,tan,daimler daiichi corp,52500,53250,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2015,Lexus,GX 460,Base,suv,automatic,jtjbm7fx1f5104810,fl,48,2639,burgundy,beige,sullivan cadillac,51000,51200,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2014,Maserati,Ghibli,Base,sedan,automatic,zam57xsa9e1086115,ca,45,12680,white,tan,niello fiat/masarati sacramento,53600,54500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2015,GMC,Sierra 2500HD,Denali,crew cab,automatic,1gt120e85ff160216,fl,5,7061,black,gray,sullivan buick gmc truck,55400,55800,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2015,Lexus,GX 460,Base,suv,automatic,jtjbm7fx0f5093508,fl,5,7141,black,black,autosport usa,49200,50900,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2014,Land Rover,Range Rover,Supercharged,suv,automatic,salgs2ef2ea133953,fl,4,29530,silver,black,land rover palm beach,88000,83000,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2014,Cadillac,Escalade ESV,Premium,suv,automatic,1gys4jef2er188775,nj,35,4727,black,black,car cash,56700,56000,Tue Jun 09 2015 03:15:00 GMT-0700 (PDT)
2014,Cadillac,Escalade ESV,Premium,suv,automatic,1gys4jef8er185797,nj,42,5650,black,black,car cash,56100,57500,Tue Jun 02 2015 03:15:00 GMT-0700 (PDT)
2013,Mercedes-Benz,S-Class,S550 4MATIC,sedan,automatic,wddng9eb4da527027,wi,32,20529,gray,black,mercedes-benz finc wholesale advantage,53300,53500,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Mercedes-Benz,S-Class,S550 4MATIC,sedan,automatic,wddng9eb3da514592,wi,31,18920,—,gray,mercedes-benz finc wholesale advantage,53700,51000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Tesla,Model S,Base,sedan,automatic,5yjsa1cg9dfp07609,il,45,12536,gray,black,tdaf remarketing,57800,57600,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
2012,Chevrolet,Corvette,Z06,coupe,manual,1g1yk2de2c5109493,fl,49,16086,red,black,kevin whitaker chevrolet cadillac,53500,54000,Wed Jul 08 2015 07:30:00 GMT-0700 (PDT)
2015,Mercedes-Benz,GL-Class,GL450 4MATIC,suv,automatic,4jgdf6ee7fa458558,fl,44,11625,white,black,sixt rent a car llc,65000,59500,Tue Jun 09 2015 02:15:00 GMT-0700 (PDT)
2014,Jeep,Grand Cherokee,SRT,suv,automatic,1c4rjfdjxec248031,fl,48,14821,white,black,napletons south orlando chrysler jeep dodge,54700,54900,Tue Jun 02 2015 02:10:00 GMT-0700 (PDT)
2014,Lexus,LS 460,Base,sedan,automatic,jthbl5ef8e5130899,fl,48,9706,white,black,lexus of north miami,61000,60000,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT)
2014,Lexus,LS 460,Base,sedan,automatic,jthbl5ef7e5126990,fl,48,13621,white,black,lexus of pembroke pines,59700,58800,Wed Jun 03 2015 02:35:00 GMT-0700 (PDT)
2014,Porsche,Cayenne,GTS,suv,automatic,wp1ad2a27ela75545,fl,5,16632,gray,black,germain bmw of naples,78000,76000,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2014,Ram,2500,Laramie,mega cab,automatic,3c6ur5nl3eg133126,fl,5,15884,silver,black,tdaf remarketing,49400,53800,Tue Jun 02 2015 02:00:00 GMT-0700 (PDT)
2015,GMC,Sierra 3500HD,Denali,crew cab,automatic,1gt424e87ff512233,nc,48,8819,silver,tan,flow gm auto center,54600,54600,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2010,Audi,R8,4.2 quattro,coupe,automatic,wuaauafg5an001218,wi,34,40284,black,black,harry kaufmann motor cars inc,72000,74000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2009,Maserati,GranTurismo,S Automatic,coupe,automatic,zamhl45a690047982,fl,31,33891,black,black,david j leahy jr,53100,53600,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2009,Porsche,911,Turbo,convertible,automatic,wp0cd29929s773651,oh,46,31892,silver,black,luxury motor car company,68000,66500,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
2014,Chevrolet,Corvette Stingray,Base,coupe,automatic,1g1yb2d76e5104379,tx,46,4504,blue,black,winter motor company inc,48100,51000,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2015,Chevrolet,Corvette,Stingray,coupe,automatic,1g1yb2d75f5103340,ga,47,6828,gray,black,butler honda,54100,51000,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2014,Infiniti,QX80,Base,suv,automatic,jn8az2ne0e9064783,tx,43,26380,white,black,music city autoplex llc,51100,53500,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2015,Chevrolet,Tahoe,LTZ,suv,automatic,1gnskckc1fr557507,tx,3,6231,black,black,southgate capital llc,56800,53000,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2014,Land Rover,Range Rover Sport,HSE,suv,automatic,salwg2wf5ea357293,tx,47,13897,silver,gray,manheim dallas,59000,59000,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2014,Porsche,Cayenne,Base,suv,automatic,wp1aa2a27ela96887,ca,42,10119,purple,beige,mckenna porsche,54700,50000,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
2013,Cadillac,Escalade ESV,Platinum Edition,suv,automatic,1gys4kefxdr247026,fl,37,41735,silver,black,palm chevrolet of gainesville llc,51900,51500,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2013,Land Rover,Range Rover,HSE,suv,automatic,salgs2df6da112958,ma,42,56577,black,gray,lenders fleet services,74000,74200,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2015,GMC,Yukon XL,SLT,suv,automatic,1gks2hkc2fr299198,tn,5,6797,black,black,wholesale inc # 2,51000,60500,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2013,Porsche,911,Carrera S,convertible,automatic,wp0cb2a94ds156410,tx,49,9361,white,black,flag/ald motors inc,90000,89750,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2015,Lexus,RC F,Base,coupe,automatic,jthhp5bc1f5000523,tn,5,2524,—,red,wholesale inc # 2,67000,66500,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2014,Audi,Q7,3.0T S line Prestige quattro,suv,automatic,wa1dgafe3ed006648,ca,48,21136,white,black,vista ford lincoln,49400,52250,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2014,BMW,M6,Base,convertible,automatic,wbslz9c58edz78527,ca,43,8079,black,black,financial services remarketing (lease),83000,82000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2015,Chevrolet,Suburban,LT,suv,automatic,1gnskjkc5fr233237,il,4,25207,black,black,gm remarketing,49400,50300,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)
2015,Chevrolet,Tahoe,LTZ,suv,automatic,1gnskckc9fr279715,il,5,4482,red,black,gm remarketing,56500,56700,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)
2014,Maserati,Ghibli,Base,sedan,automatic,zam57xsaxe1090092,mo,5,502,white,beige,schroeder motors llc,57400,57500,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2013,BMW,M6,Base,coupe,automatic,wbslx9c59dd159823,ca,37,6766,blue,black,skyhigh remarketing inc,70000,69500,Wed Jun 03 2015 05:00:00 GMT-0700 (PDT)
2013,Porsche,911,Carrera,coupe,manual,wp0aa2a92ds108057,pa,43,25360,silver,black,porsche financial services,61000,64500,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2013,Porsche,911,Carrera S,convertible,manual,wp0cb2a90ds155190,pa,48,11056,silver,black,porsche financial services,88000,82000,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2015,Lexus,RC F,Base,coupe,automatic,jthhp5bc7f5001143,fl,5,1825,silver,red,summer enterprises of miami inc,67000,63500,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2010,Audi,R8,5.2 quattro,coupe,automatic,wuaanafgxan000949,ca,4,15362,black,red,h j auto group inc,100000,98500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2010,Rolls-Royce,Ghost,Base,sedan,automatic,sca664s59aux48756,fl,38,23699,white,red,scottsdale sports car group,141000,140000,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2015,BMW,M3,Base,sedan,manual,wbs3c9c52fp803515,fl,36,6586,white,red,braman motorcars,72000,63200,Thu Jun 04 2015 02:40:00 GMT-0700 (PDT)
2014,Audi,RS 7,Prestige quattro,sedan,automatic,wuaw2afc8en904347,ga,48,8474,silver,gray,jim ellis,103000,102800,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2007,Bentley,Continental GT,Base,coupe,automatic,scbcr73w37c041083,nj,25,40345,red,brown,interstate motorsport llc,59700,54750,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2014,Chevrolet,Corvette Stingray,Z51,coupe,manual,1g1yl2d75e5108386,ga,48,3952,red,black,jim ellis,59300,56000,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2015,Chevrolet,Corvette,Z06,coupe,manual,1g1yr2d61f5600923,pa,49,3261,blue,black,r hollenshead auto sales inc,85000,84500,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2014,Jaguar,F-TYPE,S,convertible,automatic,sajwa6fc3e8k09268,tx,49,2233,blue,tan,flag/oceanside auto center,66000,65000,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2014,Porsche,Cayenne,GTS,suv,automatic,wp1ad2a26ela74287,pa,38,15354,white,black,porsche financial services,78000,74500,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2013,Audi,S7,Prestige quattro,sedan,automatic,wauw2afc7dn109167,ca,35,22733,gray,black,high bid trading co inc,61000,62500,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
2013,Ford,F-250 Super Duty,Lariat,crew cab,automatic,1ft7w2bt1dea37096,sc,28,34528,black,black,graham motor co,43100,50000,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2013,Ford,F-150,SVT Raptor,supercrew,automatic,1ftfw1r66dfc08523,tx,36,15414,white,black,standley  p.m. corporation(2),52700,51000,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2015,GMC,Sierra 3500HD,Denali,crew cab,automatic,1gt424e84ff176637,co,4,9226,white,black,phil long ford of denver llc,53800,53800,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
